city,state,zip,latitude,longitude,admission_rate,sat_verbal_midrange,sat_math_midrange,sat_writing_midrange,act_combined_midrange,act_english_midrange,act_math_midrange,act_writing_midrange,sat_total_average,undergrad_size,percent_white,percent_black,percent_hispanic,percent_asian,percent_part_time,average_cost_academic_year,average_cost_program_year,tuition_(instate),tuition_(out_of_state),spend_per_student,faculty_salary,percent_part_time_faculty,percent_pell_grant,completion_rate,predominant_degree,highest_degree,ownership,region,gender,carnegie_basic_classification,carnegie_undergraduate,carnegie_size,religious_affiliation,percent_female,agege24,faminc,mean_earnings_6_years,median_earnings_6_years,mean_earnings_10_years,median_earnings_10_years
Fairview Park,OH,44126-2214,41.4391,-81.8704,,,,,,,,,,105.0,0.4095,0.18100000000000002,0.1143,0.2952,0.1333,,13198.0,,,4833.0,,,0.4286,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,0.91000002622604,0.58999997377395,11591.55,,,,
Victoria,TX,77901,28.8164,-96.9782,0.5102,440.0,469.0,,19.0,17.0,19.0,,903.0,2879.0,0.4022,0.1657,0.3109,0.0705,0.4915,17508.0,,6248.0,16868.0,7666.0,8067.0,0.6056,0.4369,,Bachelors,Graduate,Public,"Southwest (AZ, NM, OK, TX)",COED,Master's Colleges and Universities (larger programs),Higher part-time four-year,"Small 4-year, primarily nonresidential (1,000 to 2,999)",,0.77999997138977,0.6700000166893,41795.88,36600.0,35300.0,42300.0,39300.0
Memphis,TN,38104-2764,35.1459,-89.9937,0.3978,560.0,470.0,,22.0,23.0,20.0,,1030.0,367.0,0.6022,0.248,0.0654,0.0163,0.1144,37855.0,,27500.0,27500.0,8350.0,5255.0,0.4423,0.5694,0.4722,Bachelors,Graduate,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,"Special Focus Institutions--Schools of art, music, and design",,,,0.51999998092651,0.15000000596046,59445.66,22000.0,20100.0,29400.0,26700.0
Bristol,TN,37620-2699,36.5859,-82.1565,0.6377,505.0,515.0,,23.0,23.0,22.0,,1039.0,2121.0,0.8095,0.0556,0.0217,0.0057,0.0396,36533.0,,24960.0,24960.0,4357.0,4703.0,1.0,0.45899999999999996,0.5165,Bachelors,Graduate,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Master's Colleges and Universities (medium programs),"Full-time four-year, selective, lower transfer-in","Small 4-year, primarily residential (1,000 to 2,999)",Presbyterian Church (USA),0.63999998569488,0.37999999523162,59579.65,38500.0,35500.0,47100.0,39700.0
Merrillville,IN,46410,41.4629,-87.3358,,,,,,,,,,645.0,0.3039,0.5349,0.1023,0.0062,0.0,,30831.0,,,5558.0,,,0.7373,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,0.9200000166893,0.62999999523162,27597.13,20700.0,19800.0,24400.0,22900.0
Dallas,TX,75207,32.8081,-96.8407,0.6806,,,,,,,,,153.0,0.268,0.3268,0.2288,0.0131,0.0,24478.0,,16387.0,16387.0,3640.0,7408.0,,0.6563,,Associate,Associate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Private For-profit,Higher full-time two-year,Very small 2-year (less than 500),,0.50999999046325,0.37999999523162,45634.97,21700.0,20200.0,31300.0,25700.0
Henderson,NV,89014,36.0727,-115.0668,,,,,,,,,,264.0,0.4356,0.0265,0.0644,0.3939,0.0,,,,,15422.0,9824.0,0.4955,0.2966,,Bachelors,Graduate,Private nonprofit,"Far West (AK, CA, HI, NV, OR, WA)",COED,Special Focus Institutions--Other health professions schools,,,,,,,,,,
Manchester,NH,03103-9969,42.9716,-71.4707,,,,,,,,,,2273.0,0.7545,0.0238,0.1456,0.0079,0.3625,20578.0,,8016.0,8016.0,4966.0,4685.0,0.0766,0.5979,0.2874,Associate,Bachelors,Private for-profit,"New England (CT, ME, MA, NH, RI, VT)",COED,Baccalaureate/Associate's Colleges,"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Medium 4-year, primarily nonresidential (3,000 to 9,999)",,0.70999997854232,0.51999998092651,42965.77,27400.0,26100.0,33500.0,30900.0
Edinburg,TX,78539-2999,26.3066,-98.1721,0.6217,460.0,490.0,450.0,20.0,19.0,21.0,,937.0,17200.0,0.0316,0.0057,0.9003,0.0113,0.2374,11601.0,,5173.0,13669.0,6001.0,7552.0,0.8549,0.6362,0.39299999999999996,Bachelors,Graduate,Public,"Southwest (AZ, NM, OK, TX)",COED,Master's Colleges and Universities (larger programs),"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Large 4-year, primarily nonresidential (over 9,999)",,0.58999997377395,0.18000000715255,29912.15,32800.0,29900.0,43000.0,40500.0
Detroit,MI,48238,42.3997,-83.1238,,,,,,,,,,17.0,0.4118,0.5882,0.0,0.0,0.0,,,,,6500.0,,,0.0,,,Non-degree,Private nonprofit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,,,,,,,
Danville,IL,61832,40.1372,-87.6445,,,,,,,,,,284.0,0.7887,0.08800000000000001,0.0317,0.0563,0.1056,,,,,8968.0,5357.0,0.4444,0.3127,,Bachelors,Bachelors,Private nonprofit,"Great Lakes (IL, IN, MI, OH, WI)",COED,Special Focus Institutions--Other health professions schools,,,,0.89999997615814,0.38999998569488,50918.12,55800.0,57200.0,,
Northfield,MN,55057-1098,44.4629,-93.1836,0.5919,650.0,650.0,635.0,29.0,30.0,28.0,,1290.0,3079.0,0.7843,0.0146,0.0442,0.052000000000000005,0.0026,50550.0,,40700.0,40700.0,16054.0,8527.0,0.7032,0.1489,0.8708,Bachelors,Bachelors,Private nonprofit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Baccalaureate Colleges--Arts & Sciences,"Full-time four-year, more selective, lower transfer-in","Medium 4-year, highly residential (3,000 to 9,999)",Evangelical Lutheran Church,0.56999999284744,0.0,118248.44,36600.0,35400.0,50300.0,44800.0
Pittsburg,KS,66762,37.3913,-94.7048,0.7898,,,,22.0,21.0,22.0,,1010.0,6005.0,0.8098,0.0403,0.0463,0.0067,0.0639,15211.0,,5906.0,15786.0,6350.0,6987.0,0.7627,0.4032,0.5015,Bachelors,Graduate,Public,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, selective, higher transfer-in","Medium 4-year, primarily nonresidential (3,000 to 9,999)",,0.50999999046325,0.17000000178813,57010.56,34600.0,31900.0,42800.0,38200.0
Oakland,CA,94601-3525,37.7751,-122.2207,,,,,,,,,,179.0,0.0223,0.0726,0.1788,0.6648,0.419,,,,,2425.0,,,0.3114,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,,,,,,,
Charlotte,NC,28217,35.1679,-80.8865,0.7048,,,,,,,,,345.0,0.3246,0.5478,0.087,0.0116,0.3826,,23083.0,,,2919.0,,,0.5707,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,,,,,,,
Ellisville,MS,39437,31.5972,-89.1997,,,,,,,,,,4443.0,0.6365,0.3223,0.0027,0.0034,0.1958,9855.0,,2722.0,4722.0,5419.0,4642.0,0.8093,0.5106,,Associate,Associate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Public Rural-serving Medium,Medium full-time two-year,"Medium 2-year (2000 to 4,999)",,0.62000000476837,0.2199999988079,25593.92,26000.0,21400.0,31600.0,26700.0
Winchester,VA,22601-5195,39.1661,-78.1584,0.8456,495.0,510.0,490.0,23.0,21.0,21.0,,1016.0,1859.0,0.6643,0.1372,0.043,0.0425,0.0371,41369.0,,29934.0,29934.0,8657.0,7367.0,0.5901,0.1869,0.4559,Bachelors,Graduate,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, selective, higher transfer-in","Small 4-year, highly residential (1,000 to 2,999)",United Methodist,0.56999999284744,0.20000000298023,80643.74,38800.0,33000.0,44100.0,40600.0
Watertown,NY,13601-9509,43.9702,-75.9713,0.7222,,,,,,,,,84.0,0.8690000000000001,0.0714,0.0238,0.0,0.0,16905.0,,8765.0,8765.0,4680.0,,,0.8289,,Certificate,Certificate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.94999998807907,0.69999998807907,31658.72,28700.0,27800.0,30900.0,31400.0
Worcester,MA,1609,42.2638,-71.8076,,,,,,,,,,176.0,0.6023,0.1136,0.2443,0.0284,0.0,,18395.0,,,6635.0,,,0.209,,Certificate,Certificate,Private for-profit,"New England (CT, ME, MA, NH, RI, VT)",COED,,,,,0.73000001907348,0.43000000715255,27612.79,17300.0,15500.0,19400.0,15100.0
Montgomery,AL,36111-2201,32.3377,-86.2569,,,,,,,,,,13.0,0.0,1.0,0.0,0.0,0.0,,13072.0,,,685.0,,,0.9512,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,,,,,,,
York,PA,17403-3326,39.9523,-76.7028,0.845,475.0,505.0,468.0,23.0,23.0,23.0,8.0,984.0,943.0,0.685,0.0753,0.0721,0.0562,0.1697,19761.0,,13602.0,20278.0,5750.0,7670.0,0.52,0.3143,0.4954,Bachelors,Graduate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Baccalaureate Colleges--Diverse Fields,"Medium full-time four-year, selective, lower transfer-in","Small 4-year, primarily nonresidential (1,000 to 2,999)",,0.47999998927116,0.10999999940395,81964.64,40500.0,37100.0,53500.0,47500.0
Hartford,CT,6103,41.7684,-72.6727,,,,,,,,,,3732.0,0.187,0.3733,0.2878,0.0367,0.7363,13470.0,,3786.0,11318.0,7205.0,7025.0,0.2128,0.5394,,Associate,Associate,Public,"New England (CT, ME, MA, NH, RI, VT)",COED,Associate's--Public Urban-serving Single Campus,Higher part-time two-year,"Medium 2-year (2000 to 4,999)",,0.75,0.4699999988079,21547.84,28700.0,25200.0,37900.0,35000.0
Pasadena,CA,91103,34.1515,-118.1609,,,,,,,,,,415.0,0.2458,0.0892,0.5229,0.0361,0.8723,,,,,2283.0,6920.0,1.0,0.639,,Bachelors,Graduate,Private nonprofit,"Far West (AK, CA, HI, NV, OR, WA)",COED,Special Focus Institutions--Other special-focus institutions,,,,0.93999999761581,0.91000002622604,43853.38,36000.0,34900.0,39300.0,39700.0
Tucumcari,NM,88401-3352,35.1703,-103.7363,,,,,,,,,,598.0,0.3612,0.0167,0.3562,0.0033,0.6472,14010.0,,1560.0,2544.0,4242.0,4308.0,0.3125,0.3765,,Certificate,Associate,Public,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Public Rural-serving Small,Higher part-time two-year,"Small 2-year (500 to 1,999)",,0.52999997138977,0.56000000238418,15532.38,23800.0,18100.0,22300.0,18200.0
Oklahoma City,OK,73120,35.3494,-97.5648,,,,,,,,,,55.0,0.6909,0.1455,0.0,0.0182,0.4909,,14536.0,,,2379.0,,,0.6582,,Certificate,Certificate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,,,,,,,,,,,
Greenfield,MA,01301-9739,42.5995,-72.631,,,,,,,,,,1980.0,0.8106,0.0288,0.0626,0.0338,0.603,14787.0,,4838.0,10958.0,7012.0,6618.0,0.3351,0.5113,,Associate,Associate,Public,"New England (CT, ME, MA, NH, RI, VT)",COED,Associate's--Public Suburban-serving Single Campus,Mixed part/full-time two-year,"Small 2-year (500 to 1,999)",,0.64999997615814,0.4699999988079,31284.99,27400.0,24200.0,32700.0,27100.0
Brooklyn Park,MN,55445,45.0965,-93.3978,,,,,,,,,,5750.0,0.5623,0.2224,0.0563,0.0868,0.6221,18165.0,,4998.0,4998.0,5819.0,6891.0,0.4257,0.4488,,Certificate,Associate,Public,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Associate's--Public Suburban-serving Multicampus,Higher part-time two-year,"Medium 2-year (2000 to 4,999)",,0.51999998092651,0.55000001192092,42727.76,31300.0,29700.0,35600.0,33900.0
Saint Mary of the Woods,IN,47876-1099,39.5106,-87.4604,0.9754,455.0,445.0,455.0,19.0,,,,895.0,630.0,0.8524,0.0444,0.0095,0.0048,0.4127,40349.0,,27672.0,27672.0,10418.0,4867.0,0.33799999999999997,0.5069,0.6049,Bachelors,Graduate,Private nonprofit,"Great Lakes (IL, IN, MI, OH, WI)",WOMENONLY,Baccalaureate Colleges--Diverse Fields,Higher part-time four-year,"Very small 4-year, primarily nonresidential (less than 1,000,)",Roman Catholic,0.94999998807907,0.64999997615814,55145.39,28400.0,27800.0,30900.0,30200.0
Bellevue,NE,68123-1065,,,,,,,,,,,,217.0,0.6498,0.2028,0.0691,0.0,0.9724,24420.0,,,,904.0,4200.0,0.0667,0.8095,,,Non-degree,Private for-profit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,,,,,,,,,,,
Cookeville,TN,38501,36.1604,-85.5135,,,,,,,,,,37.0,0.8919,0.0811,0.027000000000000003,0.0,0.2703,,15314.0,,,1774.0,,,0.6316,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.88999998569488,0.56999999284744,29749.77,,,,
Lenexa,KS,66215-3803,38.9567,-94.7248,,,,,,,,,,51.0,0.4118,0.3333,0.1569,0.0,0.0,,15760.0,,,6871.0,,,0.4691,,Certificate,Certificate,Private for-profit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,,,,,,,,,,,
Santa Fe Springs,CA,90670-4710,,,,,,,,,,,,65.0,0.0462,0.1385,0.6769,0.1231,0.6154,,24746.0,,,1801.0,,,0.3571,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,,,,,,,
Buffalo,NY,14203-2698,42.8818,-78.8727,,,,,,,,,,11376.0,0.6344,0.1668,0.0694,0.0166,0.2177,10056.0,,4559.0,8554.0,5445.0,6348.0,0.3337,0.4323,,Associate,Associate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Associate's--Public Urban-serving Multicampus,Medium full-time two-year,"Very large 2-year (10,000 or more)",,0.52999997138977,0.33000001311302,39839.23,27700.0,25000.0,35100.0,31800.0
Everett,WA,98201,47.9803,-122.2077,0.9574,444.0,454.0,,,17.0,19.0,,898.0,192.0,0.5417,0.1458,0.1667,0.0521,0.0521,31957.0,,27042.0,27042.0,8615.0,4771.0,0.7059,0.4375,0.8571,Bachelors,Graduate,Private nonprofit,"Far West (AK, CA, HI, NV, OR, WA)",COED,Baccalaureate Colleges--Diverse Fields,"Full-time four-year, selective, lower transfer-in","Very small 4-year, highly residential (less than 1,000)",Evangelical Lutheran Church,0.62999999523162,0.10999999940395,60057.39,,,,
Delaware,OH,43015-2370,40.2969,-83.0679,0.7533,555.0,565.0,550.0,25.0,25.0,24.0,8.0,1123.0,1817.0,0.7226,0.0611,0.0457,0.0264,0.005,52819.0,,40510.0,40510.0,13181.0,8057.0,0.6897,0.2177,0.6319,Bachelors,Bachelors,Private nonprofit,"Great Lakes (IL, IN, MI, OH, WI)",COED,Baccalaureate Colleges--Arts & Sciences,"Full-time four-year, more selective, lower transfer-in","Small 4-year, highly residential (1,000 to 2,999)",United Methodist,0.49000000953674,0.00999999977648,101638.12,30300.0,28700.0,46900.0,41000.0
Tulsa,OK,74145,36.1016,-95.9052,,,,,,,,,,587.0,0.569,0.1806,0.0545,0.017,0.0,,19914.0,,,1733.0,3278.0,0.8208,0.7483,,Certificate,Associate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Private For-profit,Higher full-time two-year,Very small 2-year (less than 500),,0.87999999523162,0.60000002384185,19852.54,19400.0,18500.0,23700.0,24100.0
New York,NY,10016-0190,40.7518,-73.9813,,,,,,,,,,476.0,0.0546,0.3277,0.521,0.0336,0.0,21209.0,,16820.0,16820.0,1876.0,5411.0,0.2,0.8791,,Associate,Associate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Associate's--Private For-profit,Higher full-time two-year,"Small 2-year (500 to 1,999)",,0.81000000238418,0.17000000178813,27963.86,26900.0,26300.0,36000.0,33800.0
Alexandria,LA,71301,31.3254,-92.5329,,,,,,,,,,78.0,0.4744,0.4744,0.0,0.0,0.0,,27343.0,,,3392.0,,,0.9054,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,,,,18300.0,16700.0,,
Oxnard,CA,93033-6699,34.1649,-119.1555,,,,,,,,,,6450.0,0.1786,0.0298,0.6997,0.0507,0.7037,9675.0,,1388.0,7050.0,3888.0,8189.0,0.4628,0.3531,,Associate,Associate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Public Urban-serving Multicampus,Higher part-time two-year,"Medium 2-year (2000 to 4,999)",,0.63999998569488,0.37000000476837,22456.99,25700.0,23100.0,31800.0,29100.0
Charleston,IL,61920,39.483000000000004,-88.1755,0.6191,,,,22.0,22.0,21.0,,1010.0,8255.0,0.7070000000000001,0.18100000000000002,0.0491,0.0082,0.1137,23346.0,,11144.0,28124.0,12690.0,7773.0,0.8170000000000001,0.3923,0.6033,Bachelors,Graduate,Public,"Great Lakes (IL, IN, MI, OH, WI)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, selective, higher transfer-in","Large 4-year, primarily residential (over 9,999)",,0.60000002384185,0.11999999731779,75174.62,32500.0,31200.0,44400.0,41200.0
Smithfield,RI,02917-1291,41.9201,-71.5391,0.7655,550.0,585.0,545.0,25.0,,,,1137.0,3263.0,0.7432,0.042,0.0634,0.042,0.0193,50858.0,,37234.0,37234.0,8913.0,12905.0,0.6122,0.1676,0.8198,Bachelors,Graduate,Private nonprofit,"New England (CT, ME, MA, NH, RI, VT)",COED,Master's Colleges and Universities (medium programs),"Full-time four-year, more selective, lower transfer-in","Medium 4-year, highly residential (3,000 to 9,999)",,0.41999998688697,0.01999999955296,112373.37,51000.0,49800.0,67300.0,61900.0
Boston,MA,02115-5596,42.339,-71.0969,0.7681,,,,,,,,,340.0,0.5265,0.0235,0.1235,0.0382,0.0588,52303.0,,37863.0,37863.0,14512.0,5549.0,0.3409,0.2731,0.6,Bachelors,Graduate,Private nonprofit,"New England (CT, ME, MA, NH, RI, VT)",COED,"Special Focus Institutions--Schools of art, music, and design",,,,0.62000000476837,0.23000000417232,75940.71,25300.0,21400.0,35000.0,31600.0
Chicago,IL,60604-4110,41.8784,-87.6272,,,,,,,,,,268.0,0.2612,0.3209,0.1604,0.0149,1.0,,,,,4004.0,,,0.4669,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,0.76999998092651,0.63999998569488,39593.24,26700.0,23000.0,,
Hanover,IN,47243,38.7125,-85.4611,0.6673,545.0,555.0,525.0,26.0,,,,1130.0,1159.0,0.8223,0.0449,0.0242,0.0104,0.0026,42198.0,,31760.0,31760.0,13801.0,7847.0,0.9238,0.3482,0.7186,Bachelors,Bachelors,Private nonprofit,"Great Lakes (IL, IN, MI, OH, WI)",COED,Baccalaureate Colleges--Arts & Sciences,"Full-time four-year, selective, lower transfer-in","Very small 4-year, highly residential (less than 1,000)",Presbyterian Church (USA),0.54000002145767,0.00999999977648,90897.96,33300.0,31800.0,47000.0,44400.0
Perrysburg,OH,43551,41.5561,-83.5987,,,,,,,,,,48.0,0.8542,0.0208,0.0208,0.0,1.0,,,,,7246.0,,,0.5352,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,0.89999997615814,0.76999998092651,36768.54,,,,
Washington,DC,20006-4804,38.8958,-77.0398,0.2712,,,,,,,,,275.0,0.5345,0.1164,0.1236,0.0836,0.1855,47459.0,,31130.0,31130.0,18305.0,6411.0,0.2192,0.285,0.5273,Bachelors,Graduate,Private nonprofit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,"Special Focus Institutions--Schools of art, music, and design",,,,0.62999999523162,0.20999999344348,71064.0,28200.0,23700.0,37300.0,34100.0
Morgantown,WV,26506-8062,39.6505,-79.9647,0.1327,455.0,465.0,,22.0,22.0,22.0,,1017.0,42.0,1.0,0.0,0.0,0.0,0.0,,6694.0,,,8126.0,,,0.1364,0.8824,Certificate,Certificate,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.77999997138977,0.34999999403953,44983.43,,,,
Pittsburg,CA,94565,38.0056,-121.8611,,,,,,,,,,7502.0,0.2831,0.159,0.36,0.0985,0.6485,14140.0,,1298.0,7038.0,4975.0,6823.0,0.3823,0.2708,,Associate,Associate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Public Suburban-serving Multicampus,Higher part-time two-year,"Large 2-year ( 5000 to 9,999)",,0.68999999761581,0.49000000953674,17501.93,30800.0,24200.0,40800.0,34300.0
Brimley,MI,49715,46.4546,-84.6071,,,,,,,,,,514.0,0.4125,0.0058,0.0039,0.0039,0.4319,11451.0,,3040.0,3040.0,3402.0,4744.0,1.0,0.5602,,Associate,Associate,Public,"Great Lakes (IL, IN, MI, OH, WI)",COED,Tribal Colleges,Mixed part/full-time two-year,Very small 2-year (less than 500),,0.68999999761581,0.68000000715255,21554.76,19400.0,19600.0,24800.0,20900.0
Hammond,IN,46323-2094,41.5847,-87.4738,0.6063,490.0,485.0,,,22.0,22.0,,975.0,7466.0,0.5742,0.1362,0.1689,0.023,0.3671,16727.0,,6624.0,14966.0,7971.0,7937.0,0.9528,0.3262,0.3131,Bachelors,Graduate,Public,"Great Lakes (IL, IN, MI, OH, WI)",COED,Master's Colleges and Universities (larger programs),"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Medium 4-year, primarily nonresidential (3,000 to 9,999)",,0.62000000476837,0.31999999284744,46173.26,32300.0,27900.0,42400.0,38100.0
Jackson,MS,39204,32.2826,-90.2105,,,,,,,,,,121.0,0.0,1.0,0.0,0.0,0.3636,,11861.0,,,422.0,,,0.5642,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.73000001907348,0.57999998331069,13409.67,17400.0,15400.0,19300.0,16100.0
Virginia Beach,VA,23462-6779,,,,,,,,,,,,181.0,0.2983,0.5691,0.0552,0.0,0.2486,,18361.0,,,8281.0,,,0.7923,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,,,,,,,
Carbondale,IL,62901-4512,37.7192,-89.2176,0.7887,520.0,545.0,,22.0,23.0,21.0,,1032.0,13220.0,0.6435,0.2026,0.0709,0.0179,0.1118,24234.0,,12093.0,24716.0,16344.0,7208.0,0.8605,0.4326,0.4337,Bachelors,Graduate,Public,"Great Lakes (IL, IN, MI, OH, WI)",COED,Research Universities (high research activity),"Full-time four-year, selective, higher transfer-in","Large 4-year, primarily residential (over 9,999)",,0.4699999988079,0.20000000298023,59660.34,35100.0,31500.0,47000.0,41500.0
Dubuque,IA,52001-3096,42.50899999999999,-90.7059,,,,,,,,,,187.0,0.754,0.016,0.1016,0.016,0.0428,23620.0,,15390.0,15390.0,6741.0,4389.0,0.7059,0.5637,0.7759,Certificate,Bachelors,Private nonprofit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,"Special Focus Institutions--Theological seminaries, Bible colleges, and other faith-related institutions",,,Brethren Church,0.49000000953674,0.09000000357627,48243.73,22900.0,19300.0,33000.0,27400.0
Lynchburg,VA,24515,37.3503,-79.1797,0.2165,515.0,505.0,,23.0,23.0,22.0,,1030.0,47079.0,0.4844,0.1559,0.0181,0.0068,0.4512,31344.0,,20768.0,20768.0,2167.0,4102.0,0.6333,0.5021,0.5017,Bachelors,Graduate,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Master's Colleges and Universities (larger programs),"Medium full-time four-year, selective, higher transfer-in","Large 4-year, primarily residential (over 9,999)",Evangelical Christian,0.54000002145767,0.37999999523162,62521.01,32700.0,28900.0,41100.0,36300.0
Kettering,OH,45420,39.7001,-84.12700000000001,,,,,,,,,,165.0,0.5879,0.303,0.0121,0.0,0.3636,26668.0,,11550.0,11550.0,6283.0,3798.0,,0.8385,,Associate,Associate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,Associate's--Private For-profit,Mixed part/full-time two-year,Very small 2-year (less than 500),,,,,19200.0,17600.0,23800.0,22400.0
Rockford,IL,61108-2311,42.2706,-89.0195,0.4097,458.0,559.0,469.0,22.0,21.0,21.0,,1029.0,963.0,0.6698,0.0737,0.0561,0.0187,0.1319,37253.0,,26710.0,26710.0,5854.0,5567.0,0.4464,0.5272,0.3947,Bachelors,Graduate,Private nonprofit,"Great Lakes (IL, IN, MI, OH, WI)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, selective, higher transfer-in","Very small 4-year, primarily residential (less than 1,000)",,0.64999997615814,0.43000000715255,59744.32,36500.0,35000.0,41100.0,39100.0
Tucson,AZ,85716,32.2524,-110.9273,,,,,,,,,,216.0,0.5324,0.0648,0.287,0.0093,0.4167,49519.0,,34541.0,34541.0,3390.0,3141.0,0.5652,0.5308,0.8333,Bachelors,Bachelors,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,"Special Focus Institutions--Schools of art, music, and design",,,,0.69999998807907,0.47999998927116,45547.82,24900.0,23900.0,29000.0,27500.0
Lima,OH,45801,41.0434,-84.0285,,,,,,,,,,66.0,0.7727,0.1515,0.0303,0.0,0.0303,,31133.0,,,735.0,,,0.5361,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,,,,,,,
Natchitoches,LA,71497-0002,31.7507,-93.0977,0.84,474.0,497.0,,22.0,23.0,20.0,,1007.0,7026.0,0.564,0.2919,0.0454,0.006,0.2898,16605.0,,6207.0,16327.0,5075.0,5898.0,0.9873,0.4023,0.3739,Bachelors,Graduate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Master's Colleges and Universities (larger programs),"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Medium 4-year, primarily nonresidential (3,000 to 9,999)",,0.68000000715255,0.27000001072883,40802.33,31100.0,26600.0,39200.0,35000.0
