checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
b'<0',27.0,b'critical/other existing credit',b'business',2442.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',43.0,b'stores',b'own',4.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
b'no checking',15.0,b'critical/other existing credit',b'furniture/equipment',3343.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'no known property',28.0,b'none',b'for free',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',24.0,b'existing paid',b'new car',1249.0,b'<100',b'<1',4.0,b'male mar/wid',b'none',2.0,b'real estate',28.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',15.0,b'existing paid',b'furniture/equipment',1845.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'guarantor',1.0,b'life insurance',46.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'existing paid',b'used car',2603.0,b'>=1000',b'1<=X<4',2.0,b'female div/dep/mar',b'none',4.0,b'car',28.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',54.0,b'no credits/all paid',b'business',15945.0,b'<100',b'<1',3.0,b'male single',b'none',4.0,b'no known property',58.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'0<=X<200',36.0,b'existing paid',b'new car',12389.0,b'no known savings',b'1<=X<4',1.0,b'male single',b'none',4.0,b'no known property',37.0,b'none',b'for free',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'<0',24.0,b'existing paid',b'new car',915.0,b'no known savings',b'>=7',4.0,b'female div/dep/mar',b'none',2.0,b'car',29.0,b'bank',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',21.0,b'existing paid',b'radio/tv',3160.0,b'no known savings',b'>=7',4.0,b'male single',b'none',3.0,b'life insurance',41.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',9.0,b'existing paid',b'radio/tv',1082.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',27.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'<0',15.0,b'critical/other existing credit',b'furniture/equipment',975.0,b'<100',b'1<=X<4',2.0,b'male div/sep',b'none',3.0,b'life insurance',25.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',36.0,b'existing paid',b'furniture/equipment',3620.0,b'<100',b'1<=X<4',1.0,b'male single',b'guarantor',2.0,b'life insurance',37.0,b'none',b'own',1.0,b'skilled',2.0,b'none',b'yes',b'good'
b'0<=X<200',12.0,b'critical/other existing credit',b'new car',1995.0,b'100<=X<500',b'<1',4.0,b'male single',b'none',1.0,b'car',27.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',36.0,b'critical/other existing credit',b'new car',6614.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',34.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'no checking',12.0,b'critical/other existing credit',b'furniture/equipment',1935.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',43.0,b'none',b'own',3.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',36.0,b'existing paid',b'new car',3249.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',4.0,b'no known property',39.0,b'bank',b'for free',1.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
b'no checking',24.0,b'existing paid',b'furniture/equipment',3062.0,b'500<=X<1000',b'>=7',4.0,b'male single',b'none',3.0,b'no known property',32.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',36.0,b'critical/other existing credit',b'furniture/equipment',2348.0,b'<100',b'1<=X<4',3.0,b'male mar/wid',b'none',2.0,b'life insurance',46.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',30.0,b'existing paid',b'furniture/equipment',3108.0,b'<100',b'<1',2.0,b'male div/sep',b'none',4.0,b'life insurance',31.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'<0',9.0,b'existing paid',b'radio/tv',1364.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',4.0,b'real estate',59.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'>=200',36.0,b'existing paid',b'radio/tv',3913.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'real estate',23.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',24.0,b'delayed previously',b'new car',4870.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',4.0,b'no known property',53.0,b'none',b'for free',2.0,b'skilled',2.0,b'none',b'yes',b'bad'
b'0<=X<200',12.0,b'critical/other existing credit',b'furniture/equipment',3617.0,b'<100',b'>=7',1.0,b'male single',b'none',4.0,b'car',28.0,b'none',b'rent',3.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',15.0,b'existing paid',b'education',4623.0,b'100<=X<500',b'1<=X<4',3.0,b'male single',b'none',2.0,b'life insurance',40.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'<0',12.0,b'delayed previously',b'new car',1344.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'real estate',43.0,b'none',b'own',2.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
b'<0',21.0,b'existing paid',b'radio/tv',3357.0,b'>=1000',b'<1',4.0,b'female div/dep/mar',b'none',2.0,b'car',29.0,b'bank',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',6.0,b'critical/other existing credit',b'new car',6761.0,b'<100',b'4<=X<7',1.0,b'male single',b'none',3.0,b'no known property',45.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
b'no checking',24.0,b'critical/other existing credit',b'new car',2022.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'car',37.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',6.0,b'critical/other existing credit',b'new car',250.0,b'>=1000',b'1<=X<4',2.0,b'female div/dep/mar',b'none',2.0,b'real estate',41.0,b'bank',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'critical/other existing credit',b'radio/tv',5103.0,b'<100',b'<1',3.0,b'male mar/wid',b'none',3.0,b'no known property',47.0,b'none',b'for free',3.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',36.0,b'critical/other existing credit',b'radio/tv',2337.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',36.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',12.0,b'existing paid',b'new car',7472.0,b'no known savings',b'unemployed',1.0,b'female div/dep/mar',b'none',2.0,b'real estate',24.0,b'none',b'rent',1.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'good'
b'<0',18.0,b'existing paid',b'radio/tv',1882.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'car',25.0,b'bank',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',15.0,b'existing paid',b'business',806.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',22.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'critical/other existing credit',b'used car',2197.0,b'no known savings',b'4<=X<7',4.0,b'male single',b'none',4.0,b'car',43.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
b'>=200',9.0,b'existing paid',b'radio/tv',1126.0,b'100<=X<500',b'>=7',2.0,b'male div/sep',b'none',4.0,b'real estate',49.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',6.0,b'existing paid',b'used car',1352.0,b'500<=X<1000',b'unemployed',1.0,b'female div/dep/mar',b'none',2.0,b'life insurance',23.0,b'none',b'rent',1.0,b'unemp/unskilled non res',1.0,b'yes',b'yes',b'good'
b'0<=X<200',18.0,b'existing paid',b'new car',5866.0,b'100<=X<500',b'1<=X<4',2.0,b'male single',b'none',2.0,b'car',30.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',18.0,b'existing paid',b'repairs',3872.0,b'<100',b'unemployed',2.0,b'female div/dep/mar',b'none',4.0,b'car',67.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',24.0,b'critical/other existing credit',b'radio/tv',2611.0,b'<100',b'>=7',4.0,b'male mar/wid',b'co applicant',3.0,b'real estate',46.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',9.0,b'critical/other existing credit',b'education',936.0,b'500<=X<1000',b'>=7',4.0,b'male single',b'none',2.0,b'car',52.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',60.0,b'existing paid',b'radio/tv',10144.0,b'100<=X<500',b'4<=X<7',2.0,b'female div/dep/mar',b'none',4.0,b'real estate',21.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'>=200',12.0,b'all paid',b'radio/tv',409.0,b'>=1000',b'1<=X<4',3.0,b'female div/dep/mar',b'none',3.0,b'real estate',42.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'existing paid',b'used car',7814.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',3.0,b'car',38.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'>=200',36.0,b'existing paid',b'radio/tv',4210.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'car',26.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',6.0,b'existing paid',b'new car',3518.0,b'<100',b'1<=X<4',2.0,b'male single',b'guarantor',3.0,b'life insurance',26.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',21.0,b'critical/other existing credit',b'used car',3275.0,b'<100',b'>=7',1.0,b'male single',b'none',4.0,b'car',36.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'0<=X<200',36.0,b'existing paid',b'new car',14318.0,b'<100',b'>=7',4.0,b'male single',b'none',2.0,b'no known property',57.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'0<=X<200',12.0,b'existing paid',b'radio/tv',1092.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'guarantor',4.0,b'real estate',49.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',21.0,b'existing paid',b'new car',2782.0,b'500<=X<1000',b'4<=X<7',1.0,b'female div/dep/mar',b'none',2.0,b'car',31.0,b'bank',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
b'no checking',21.0,b'delayed previously',b'business',2580.0,b'500<=X<1000',b'<1',4.0,b'male single',b'none',2.0,b'real estate',41.0,b'bank',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
b'0<=X<200',12.0,b'existing paid',b'furniture/equipment',983.0,b'>=1000',b'<1',1.0,b'female div/dep/mar',b'none',4.0,b'real estate',19.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',21.0,b'existing paid',b'business',1572.0,b'>=1000',b'>=7',4.0,b'female div/dep/mar',b'none',4.0,b'real estate',36.0,b'bank',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'0<=X<200',18.0,b'existing paid',b'radio/tv',1301.0,b'<100',b'>=7',4.0,b'male mar/wid',b'guarantor',2.0,b'real estate',32.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'0<=X<200',15.0,b'critical/other existing credit',b'radio/tv',2728.0,b'no known savings',b'4<=X<7',4.0,b'male single',b'guarantor',2.0,b'real estate',35.0,b'bank',b'own',3.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',36.0,b'no credits/all paid',b'business',1953.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',61.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'<0',6.0,b'existing paid',b'education',448.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',23.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',12.0,b'existing paid',b'new car',1386.0,b'500<=X<1000',b'1<=X<4',2.0,b'female div/dep/mar',b'none',2.0,b'life insurance',26.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'0<=X<200',12.0,b'critical/other existing credit',b'used car',1860.0,b'<100',b'unemployed',4.0,b'male single',b'none',2.0,b'car',34.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'0<=X<200',6.0,b'existing paid',b'radio/tv',753.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'guarantor',3.0,b'real estate',64.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'critical/other existing credit',b'repairs',5507.0,b'<100',b'>=7',3.0,b'male single',b'none',4.0,b'no known property',44.0,b'none',b'for free',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',24.0,b'critical/other existing credit',b'used car',2957.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',63.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',15.0,b'existing paid',b'new car',3556.0,b'no known savings',b'1<=X<4',3.0,b'male single',b'none',2.0,b'no known property',29.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'existing paid',b'radio/tv',3181.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',26.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',36.0,b'critical/other existing credit',b'used car',9629.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',4.0,b'car',24.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'<0',15.0,b'existing paid',b'new car',1403.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',4.0,b'car',28.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',9.0,b'critical/other existing credit',b'repairs',1288.0,b'100<=X<500',b'>=7',3.0,b'male single',b'guarantor',4.0,b'real estate',48.0,b'none',b'own',2.0,b'skilled',2.0,b'none',b'no',b'good'
b'no checking',30.0,b'existing paid',b'radio/tv',2333.0,b'500<=X<1000',b'>=7',4.0,b'male single',b'none',2.0,b'car',30.0,b'bank',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
b'no checking',6.0,b'critical/other existing credit',b'radio/tv',1237.0,b'100<=X<500',b'1<=X<4',1.0,b'female div/dep/mar',b'none',1.0,b'life insurance',27.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',6.0,b'critical/other existing credit',b'new car',362.0,b'100<=X<500',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'car',52.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'0<=X<200',16.0,b'critical/other existing credit',b'new car',1175.0,b'<100',b'unemployed',2.0,b'male single',b'none',3.0,b'car',68.0,b'none',b'for free',3.0,b'unemp/unskilled non res',1.0,b'yes',b'yes',b'good'
b'no checking',21.0,b'critical/other existing credit',b'new car',12680.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',30.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'<0',18.0,b'no credits/all paid',b'business',3104.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',1.0,b'life insurance',31.0,b'bank',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',24.0,b'existing paid',b'used car',6313.0,b'no known savings',b'>=7',3.0,b'male single',b'none',4.0,b'car',41.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
b'no checking',12.0,b'existing paid',b'radio/tv',1262.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'car',25.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',9.0,b'existing paid',b'new car',1422.0,b'<100',b'<1',3.0,b'male single',b'none',2.0,b'no known property',27.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'<0',15.0,b'existing paid',b'domestic appliance',1275.0,b'no known savings',b'1<=X<4',4.0,b'female div/dep/mar',b'none',2.0,b'car',24.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',21.0,b'existing paid',b'used car',5248.0,b'no known savings',b'1<=X<4',1.0,b'male single',b'none',3.0,b'car',26.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',20.0,b'no credits/all paid',b'used car',6148.0,b'100<=X<500',b'>=7',3.0,b'male mar/wid',b'none',4.0,b'car',31.0,b'bank',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',27.0,b'existing paid',b'new car',2570.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'none',3.0,b'real estate',21.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'0<=X<200',48.0,b'existing paid',b'furniture/equipment',9960.0,b'<100',b'<1',1.0,b'female div/dep/mar',b'none',2.0,b'car',26.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'<0',48.0,b'critical/other existing credit',b'used car',6331.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',46.0,b'none',b'for free',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'>=200',12.0,b'existing paid',b'furniture/equipment',2251.0,b'<100',b'1<=X<4',1.0,b'female div/dep/mar',b'none',2.0,b'car',46.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',15.0,b'critical/other existing credit',b'radio/tv',1316.0,b'500<=X<1000',b'1<=X<4',2.0,b'male mar/wid',b'none',2.0,b'life insurance',47.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'<0',15.0,b'existing paid',b'new car',1721.0,b'<100',b'<1',2.0,b'male single',b'none',3.0,b'real estate',36.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'existing paid',b'used car',2679.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'no known property',29.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'<0',30.0,b'existing paid',b'used car',3857.0,b'<100',b'1<=X<4',4.0,b'male div/sep',b'none',4.0,b'life insurance',40.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'0<=X<200',36.0,b'delayed previously',b'new car',7432.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',2.0,b'life insurance',54.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',24.0,b'existing paid',b'radio/tv',2439.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'real estate',35.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'no checking',24.0,b'existing paid',b'radio/tv',999.0,b'no known savings',b'>=7',4.0,b'male single',b'none',2.0,b'car',25.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',12.0,b'existing paid',b'new car',1168.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'none',3.0,b'real estate',27.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',18.0,b'critical/other existing credit',b'new car',1055.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'life insurance',30.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',12.0,b'existing paid',b'radio/tv',1331.0,b'<100',b'<1',2.0,b'male single',b'none',1.0,b'car',22.0,b'stores',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'>=200',24.0,b'critical/other existing credit',b'business',1275.0,b'>=1000',b'1<=X<4',2.0,b'male div/sep',b'none',4.0,b'real estate',36.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',18.0,b'critical/other existing credit',b'business',1887.0,b'no known savings',b'1<=X<4',4.0,b'male mar/wid',b'none',4.0,b'real estate',28.0,b'bank',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'>=200',24.0,b'existing paid',b'radio/tv',1377.0,b'100<=X<500',b'>=7',4.0,b'female div/dep/mar',b'none',2.0,b'no known property',47.0,b'none',b'for free',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',39.0,b'existing paid',b'used car',2569.0,b'500<=X<1000',b'1<=X<4',4.0,b'male single',b'none',4.0,b'car',24.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'>=200',12.0,b'existing paid',b'radio/tv',3016.0,b'<100',b'1<=X<4',3.0,b'male mar/wid',b'none',1.0,b'car',24.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',36.0,b'critical/other existing credit',b'education',8065.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'none',2.0,b'no known property',25.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'0<=X<200',24.0,b'critical/other existing credit',b'other',11938.0,b'<100',b'1<=X<4',2.0,b'male single',b'co applicant',3.0,b'car',39.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'bad'
b'0<=X<200',24.0,b'delayed previously',b'radio/tv',1553.0,b'100<=X<500',b'4<=X<7',3.0,b'female div/dep/mar',b'none',2.0,b'life insurance',23.0,b'none',b'rent',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',9.0,b'existing paid',b'business',1449.0,b'<100',b'4<=X<7',3.0,b'female div/dep/mar',b'none',2.0,b'car',27.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',48.0,b'existing paid',b'radio/tv',5951.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',2.0,b'real estate',22.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'0<=X<200',6.0,b'existing paid',b'radio/tv',2063.0,b'<100',b'<1',4.0,b'male mar/wid',b'none',3.0,b'car',30.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'>=200',21.0,b'existing paid',b'new car',2923.0,b'100<=X<500',b'1<=X<4',1.0,b'female div/dep/mar',b'none',1.0,b'car',28.0,b'bank',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'<0',24.0,b'all paid',b'radio/tv',1546.0,b'<100',b'4<=X<7',4.0,b'male single',b'guarantor',4.0,b'car',24.0,b'bank',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'no checking',24.0,b'existing paid',b'radio/tv',5943.0,b'no known savings',b'<1',1.0,b'female div/dep/mar',b'none',1.0,b'car',44.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'<0',30.0,b'critical/other existing credit',b'used car',10623.0,b'<100',b'>=7',3.0,b'male single',b'none',4.0,b'no known property',38.0,b'none',b'for free',3.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
b'>=200',12.0,b'existing paid',b'furniture/equipment',1474.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'life insurance',33.0,b'bank',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'<0',24.0,b'existing paid',b'new car',1371.0,b'no known savings',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'real estate',25.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',24.0,b'existing paid',b'radio/tv',1413.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'none',2.0,b'life insurance',28.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',18.0,b'critical/other existing credit',b'radio/tv',1149.0,b'>=1000',b'1<=X<4',4.0,b'male single',b'none',3.0,b'real estate',46.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',24.0,b'existing paid',b'new car',4817.0,b'<100',b'4<=X<7',2.0,b'male single',b'co applicant',3.0,b'life insurance',31.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'no checking',18.0,b'critical/other existing credit',b'used car',3850.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',1.0,b'car',27.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',12.0,b'critical/other existing credit',b'used car',1409.0,b'<100',b'>=7',4.0,b'male single',b'none',3.0,b'real estate',54.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',10.0,b'existing paid',b'furniture/equipment',1521.0,b'<100',b'1<=X<4',4.0,b'male div/sep',b'none',2.0,b'car',31.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',12.0,b'critical/other existing credit',b'furniture/equipment',1592.0,b'>=1000',b'4<=X<7',3.0,b'female div/dep/mar',b'none',2.0,b'life insurance',35.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'no',b'good'
b'0<=X<200',24.0,b'delayed previously',b'business',4712.0,b'no known savings',b'1<=X<4',4.0,b'male single',b'none',2.0,b'life insurance',37.0,b'bank',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'no checking',15.0,b'critical/other existing credit',b'radio/tv',1459.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',2.0,b'car',43.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',36.0,b'critical/other existing credit',b'new car',3535.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',4.0,b'car',37.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',6.0,b'existing paid',b'radio/tv',1595.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',2.0,b'life insurance',51.0,b'none',b'own',1.0,b'skilled',2.0,b'none',b'yes',b'good'
b'<0',24.0,b'critical/other existing credit',b'new car',1199.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',60.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'<0',36.0,b'all paid',b'furniture/equipment',2746.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',31.0,b'bank',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
